,Taxon,X.x,site_code,n_treat_years,sum.ctrl.cover,mean.ctrl.cover,sum.drt.cover,mean.drt.cover,sum.cover.response,mean.cover.response,X.y,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.g.cm3,SRL_m.g,rootDiam.mm,local_lifeform,local_lifespan,functional_group
524,SISYRINCHIUM BELLUM,5806,scruzh.us,1,1.2195122,1.2195122,3.6680092,1.8340046,2.448497,0.6144924,889,NA,NA,NA,23.93793933,NA,0.101107003,118.754489,0.32952,FORB,PERENNIAL,FORB
525,SOLANUM ELAEAGNIFOLIUM,6001,sevmixed.us,1,1.5,0.5,1,0.5,-0.5,0,893,NA,1,NA,11.75,1.77,NA,15.678,0.324,FORB,ANNUAL,FORB
526,SOLANUM ELLIPTICUM,1268,brokenh.au,1,2,1,1,1,-1,0,894,37.0175882,0.333333333,NA,5.402244049,NA,NA,NA,NA,FORB,PERENNIAL,FORB
527,SOLDANELLA PUSILLA,5335,passogavia.it,1,50.4,10.08,68,13.6,17.6,3.52,895,NA,0.02,NA,16.8,0.11,NA,NA,NA,FORB,PERENNIAL,FORB
528,SOLIDAGO CANADENSIS,525,baddrt.de,1,0.2,0.2,0.3,0.15,0.1,-0.05,897,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,FORB,PERENNIAL,FORB
529,SOLIDAGO CANADENSIS,5404,purdue.us,1,630,78.75,290,72.5,-340,-6.25,897,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,FORB,PERENNIAL,FORB
530,SOLIDAGO CANADENSIS,1356,brookdale.ca,1,12,2.4,14.5,2.9,2.5,0.5,897,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,FORB,PERENNIAL,FORB
531,SOLIDAGO CANADENSIS,2768,esw.ca,1,150,50,81,27,-69,-23,897,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,FORB,PERENNIAL,FORB
532,SOLIDAGO MISSOURIENSIS,3784,kinsella.ca,1,10,10,10,5,0,-5,899,13.3335,0.576,10.93,10.60804205,0.2032,0.208174196,100.2127031,0.323716667,FORB,PERENNIAL,FORB
533,SOLIDAGO MISSOURIENSIS,3591,kernb.ca,1,1.5,0.75,1,1,-0.5,0.25,899,13.3335,0.576,10.93,10.60804205,0.2032,0.208174196,100.2127031,0.323716667,FORB,PERENNIAL,FORB
534,SOLIDAGO NEMORALIS,1710,cedartrait.us,1,60,10,21,7,-39,-3,900,15.47778333,0.57,23.31317375,13.95394921,0.3048,0.129791058,208.2087011,0.369872222,FORB,PERENNIAL,FORB
535,SOLIDAGO RIGIDA,1360,brookdale.ca,1,5,2.5,1.5,1.5,-3.5,-1,901,11.83477126,0.598,8.386758333,10.23214847,0.3048,0.212780118,35.33592984,0.482373411,FORB,PERENNIAL,FORB
536,SOLIDAGO RIGIDA,1714,cedartrait.us,1,40,20,18,9,-22,-11,901,11.83477126,0.598,8.386758333,10.23214847,0.3048,0.212780118,35.33592984,0.482373411,FORB,PERENNIAL,FORB
537,SONCHUS ARVENSIS,3596,kernb.ca,1,3,1,2.5,1.25,-0.5,0.25,904,26.4,1.1875,NA,21,0.56,0.22,40.22,NA,FORB,PERENNIAL,FORB
538,SONCHUS ARVENSIS,3702,kernnu.ca,1,28,14,21.5,7.166666667,-6.5,-6.833333333,904,26.4,1.1875,NA,21,0.56,0.22,40.22,NA,FORB,PERENNIAL,FORB
539,SONCHUS ARVENSIS,1363,brookdale.ca,1,7.75,1.55,9.75,1.95,2,0.4,904,26.4,1.1875,NA,21,0.56,0.22,40.22,NA,FORB,PERENNIAL,FORB
540,SONCHUS ARVENSIS,2773,esw.ca,1,6,3,2,2,-4,-1,904,26.4,1.1875,NA,21,0.56,0.22,40.22,NA,FORB,PERENNIAL,FORB
541,SONCHUS ASPER,5892,scruzl.us,1,2.0408163,2.0408163,43.6436137,14.54787123,41.6027974,12.50705493,905,28.56,0.5875,NA,24.97389591,0.69,0.301036269,223.2180487,0.1419,FORB,ANNUAL,FORB
542,SONCHUS ASPER,528,baddrt.de,1,1.05,0.35,3,1,1.95,0.65,905,28.56,0.5875,NA,24.97389591,0.69,0.301036269,223.2180487,0.1419,FORB,ANNUAL,FORB
543,SONCHUS OLERACEUS,529,baddrt.de,1,1.31,0.3275,0.1,0.1,-1.21,-0.2275,906,34.9,1.1328125,NA,39.67950467,0.755,NA,76.97,NA,FORB,ANNUAL,FORB
549,SPHAERALCEA COCCINEA,1532,cdpt_drt.us,1,2,1,7.6,1.9,5.6,0.9,912,28.09,0.4572,NA,12.61454363,0.1524,0.312666667,65.5839699,0.3163,FORB,PERENNIAL,FORB
550,SPHAERALCEA HASTULATA,329,antelope.us,1,0.05,0.05,2,2,1.95,1.95,913,NA,NA,NA,14.04606421,NA,NA,10.52042,0.492,FORB,PERENNIAL,FORB
556,STELLARIA GRAMINEA,6205,teshio.jp,1,11,3.666666667,19,4.75,8,1.083333333,921,29.426,0.460386667,NA,29.05086069,0.34,0.337078652,251.0337458,0.135266667,FORB,PERENNIAL,FORB
557,STELLARIA GRAMINEA,2687,elvadrt.ee,1,2,1,3,1,1,0,921,29.426,0.460386667,NA,29.05086069,0.34,0.337078652,251.0337458,0.135266667,FORB,PERENNIAL,FORB
558,STENARIA NIGRICANS,836,bfl.us,1,4,4,2,1,-2,-3,922,NA,0.2,NA,15.01261282,NA,NA,NA,NA,FORB,PERENNIAL,FORB
566,SYMPHYOTRICHUM ERICOIDES,3605,kernb.ca,1,5,5,4,2,-1,-3,938,12.6,0.5257,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,FORB,PERENNIAL,FORB
567,SYMPHYOTRICHUM ERICOIDES,3105,hard.us,1,2,2,28,9.333333333,26,7.333333333,938,12.6,0.5257,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,FORB,PERENNIAL,FORB
568,SYMPHYOTRICHUM ERICOIDES,4873,oklah.us,1,30.5,10.16666667,33,11,2.5,0.833333333,938,12.6,0.5257,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,FORB,PERENNIAL,FORB
569,SYMPHYOTRICHUM ERICOIDES,4469,matador.ca,1,1,1,2,1,1,0,938,12.6,0.5257,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,FORB,PERENNIAL,FORB
570,SYMPHYOTRICHUM ERICOIDES,3969,konzadrt.us,1,183,36.6,175,35,-8,-1.6,938,12.6,0.5257,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,FORB,PERENNIAL,FORB
571,SYMPHYOTRICHUM ERICOIDES,1375,brookdale.ca,1,4,4,5,1.25,1,-2.75,938,12.6,0.5257,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,FORB,PERENNIAL,FORB
572,SYMPHYOTRICHUM FALCATUM,3797,kinsella.ca,1,13,4.333333333,40,13.33333333,27,9,939,22.282,0.4175,8.6,14.18715,NA,0.12,79.08403333,0.31118,FORB,PERENNIAL,FORB
573,SYMPHYOTRICHUM LANCEOLATUM,2782,esw.ca,1,6,3,1,1,-5,-2,941,25.1,1.8288,NA,12.754,0.2032,NA,NA,NA,FORB,PERENNIAL,FORB
574,SYMPHYOTRICHUM NOVAE-ANGLIAE,2787,esw.ca,1,1,1,1,1,0,0,942,23.5,1.022302632,NA,23.88988777,NA,0.12,52,0.46,FORB,PERENNIAL,FORB
575,SYMPHYOTRICHUM NOVAE-ANGLIAE,5408,purdue.us,1,117,16.71428571,50,16.66666667,-67,-0.047619048,942,23.5,1.022302632,NA,23.88988777,NA,0.12,52,0.46,FORB,PERENNIAL,FORB
576,SYMPHYOTRICHUM PILOSUM,5410,purdue.us,1,36,7.2,15,7.5,-21,0.3,946,17.8,0.861666667,NA,18.27837298,NA,NA,NA,NA,FORB,PERENNIAL,FORB
577,SYRENIA CANA,3852,kiskun.hu,1,0.2,0.1,0.3,0.15,0.1,0.05,948,NA,NA,NA,12.73,NA,NA,NA,NA,FORB,PERENNIAL,FORB
578,TARAXACUM CAMPYLODES,6329,validate.fr,1,9.8,1.96,3.7,0.925,-6.1,-1.035,951,28.3472693,0.044,10.73618,30.05916441,0.1524,NA,213.1,0.292,FORB,PERENNIAL,FORB
579,TARAXACUM CAMPYLODES,3325,jenadrt.de,1,62,20.66666667,34,11.33333333,-28,-9.333333333,951,28.3472693,0.044,10.73618,30.05916441,0.1524,NA,213.1,0.292,FORB,PERENNIAL,FORB
580,THALICTRUM VENULOSUM,1383,brookdale.ca,1,1,1,5.25,1.75,4.25,0.75,957,NA,NA,NA,19.84,NA,NA,NA,NA,FORB,PERENNIAL,FORB
582,THLASPI ARVENSE,3110,hard.us,1,5,1.666666667,9,3,4,1.333333333,961,NA,0.423333333,NA,24.42761317,0.49,0.2761525,428.45,0.151906994,FORB,ANNUAL,FORB
583,THYSANOTUS TUBEROSUS,3449,jilpanger.au,1,1.5,0.5,1.5,0.5,0,0,967,NA,0.7,NA,4.460784,NA,NA,NA,NA,FORB,PERENNIAL,FORB
584,TIDESTROMIA LANUGINOSA,3478,jorndrt.us,1,2,2,0.2,0.2,-1.8,-1.8,968,NA,NA,NA,17.09882973,0.265,NA,4.37819,0.074,FORB,ANNUAL,FORB
585,TRAGOPOGON DUBIUS,4476,matador.ca,1,2,2,0.5,0.5,-1.5,-1.5,977,26.314,0.34175,11.37,18.88481429,0.1524,0.27502617,48.55913333,0.359875,FORB,BIENNIAL,FORB
586,TRAGOPOGON DUBIUS,4520,mattheis.ca,1,19,3.8,1,1,-18,-2.8,977,26.314,0.34175,11.37,18.88481429,0.1524,0.27502617,48.55913333,0.359875,FORB,BIENNIAL,FORB
589,TRIENTALIS EUROPEA,4280,lygraold.no,1,1,1,1,1,0,0,981,NA,NA,NA,51,NA,NA,NA,NA,FORB,NULL,FORB
606,VALERIANELLA LOCUSTA,2229,cowidrt.ca,1,9,1.8,10,2.5,1,0.7,1000,26,0.1925,NA,31.7,0.275,0.12422171,,0.161086485,FORB,ANNUAL,FORB
609,VERONICA ARVENSIS,3344,jenadrt.de,1,1.5,0.5,1.5,0.5,0,0,1004,15,0.187777778,NA,21.00097059,0.19,NA,NA,0.16314813,FORB,ANNUAL,FORB
610,VERONICA ARVENSIS,2233,cowidrt.ca,1,1,1,2,1,1,0,1004,15,0.187777778,NA,21.00097059,0.19,NA,NA,0.16314813,FORB,ANNUAL,FORB
611,VERONICA CHAMAEDRYS,2705,elvadrt.ee,1,3,1,3,1.5,0,0.5,1005,25.804,0.234,10.00287923,28.10742313,0.34,0.114461321,349.9700698,0.149373333,FORB,PERENNIAL,FORB
612,VERONICA CHAMAEDRYS,5620,rhijn.nl,1,2,2,8,4,6,2,1005,25.804,0.234,10.00287923,28.10742313,0.34,0.114461321,349.9700698,0.149373333,FORB,PERENNIAL,FORB
625,VIOLA BETONICIFOLIA,2913,falls.au,1,1,0.5,1.5,0.5,0.5,0,1016,NA,0.2,NA,17.081108,NA,NA,NA,NA,FORB,PERENNIAL,FORB
631,WAHLENBERGIA STRICTA,3455,jilpanger.au,1,1.5,0.5,0.5,0.5,-1,0,1024,NA,0.9,NA,29.447,NA,NA,NA,NA,FORB,PERENNIAL,FORB
632,ZIZIA APTERA,1395,brookdale.ca,1,2,2,1,1,-1,-1,1030,16.074,NA,NA,40.37573969,NA,NA,NA,NA,FORB,PERENNIAL,FORB
