"","site_code","Taxon","mean.after.control","mean.after.drought","after.cover.response","mean.after.control.0","mean.after.drought.0","after.cover.response.0","mean.before.control","mean.before.drought","before.cover.response","mean.before.control.0","mean.before.drought.0","before.cover.response.0","cover.change"
"157","cdpt_drt.us","MACHAERANTHERA PINNATIFIDA",0.3,0.1,-0.2,0.3,0.1,-0.2,0.5,0.5,0,0.5,0.5,0,-0.2
"158","cdpt_drt.us","POLYGALA ALBA",NA,2,NA,0,2,2,0.5,1,0.5,0.5,1,0.5,1.5
"159","cdpt_drt.us","PSORALIDIUM TENUIFLORUM",1.66666666666667,6.36666666666667,4.7,1.66666666666667,6.36666666666667,4.7,0.3,10.2,9.9,0.3,10.2,9.9,-5.2
"160","cdpt_drt.us","SPHAERALCEA COCCINEA",1,1.9,0.9,1,1.9,0.9,0.666666666666667,0.9,0.233333333333333,0.666666666666667,0.9,0.233333333333333,0.666666666666667
"161","cdpt_drt.us","SPOROBOLUS CRYPTANDRUS",3,1.125,-1.875,3,1.125,-1.875,7,1,-6,7,1,-6,4.125
"162","cdpt_drt.us","TRADESCANTIA OCCIDENTALIS",1,NA,NA,1,0,-1,0.5,NA,NA,0.5,0,-0.5,-0.5
"163","cdpt_drt.us","TRAGOPOGON DUBIUS",NA,0.1,NA,0,0.1,0.1,0.5,NA,NA,0.5,0,-0.5,0.6
"164","cdpt_drt.us","VERBENA STRICTA",NA,0.1,NA,0,0.1,0.1,NA,0.1,NA,0,0.1,0.1,0
"165","cedarsav.us","AMORPHA CANESCENS",2.33333333333333,6.75,4.41666666666667,2.33333333333333,6.75,4.41666666666667,9.5,9.33333333333333,-0.166666666666666,9.5,9.33333333333333,-0.166666666666666,4.58333333333333
"166","cedarsav.us","AMPHICARPAEA BRACTEATA",1,NA,NA,1,0,-1,3,NA,NA,3,0,-3,2
"167","cedarsav.us","ANDROPOGON GERARDII",17.1428571428571,8.8,-8.34285714285714,17.1428571428571,8.8,-8.34285714285714,7.66666666666667,9.75,2.08333333333333,7.66666666666667,9.75,2.08333333333333,-10.4261904761905
"168","cedarsav.us","ARTEMISIA LUDOVICIANA",1,1,0,1,1,0,1.6,3,1.4,1.6,3,1.4,-1.4
"169","cedarsav.us","COMANDRA UMBELLATA",9.66666666666667,6.66666666666667,-3,9.66666666666667,6.66666666666667,-3,1.6,2,0.4,1.6,2,0.4,-3.4
"170","cedarsav.us","COREOPSIS PALMATA",27.5,6.66666666666667,-20.8333333333333,27.5,6.66666666666667,-20.8333333333333,11,6,-5,11,6,-5,-15.8333333333333
"171","cedarsav.us","EUTHAMIA GRAMINIFOLIA",4.33333333333333,4,-0.333333333333333,4.33333333333333,4,-0.333333333333333,5.5,8,2.5,5.5,8,2.5,-2.83333333333333
"172","cedarsav.us","HELIANTHEMUM BICKNELLII",NA,4,NA,0,4,4,NA,1,NA,0,1,1,3
"173","cedarsav.us","LATHYRUS VENOSUS",5,4.5,-0.5,5,4.5,-0.5,4.9,4.75,-0.15,4.9,4.75,-0.15,-0.35
"174","cedarsav.us","LITHOSPERMUM CANESCENS",3,4.33333333333333,1.33333333333333,3,4.33333333333333,1.33333333333333,2.5,NA,NA,2.5,0,-2.5,3.83333333333333
"175","cedarsav.us","MUHLENBERGIA RACEMOSA",5,NA,NA,5,0,-5,5.2,NA,NA,5.2,0,-5.2,0.2
"176","cedarsav.us","PANICUM ACUMINATUM",3,4,1,3,4,1,3.2,2,-1.2,3.2,2,-1.2,2.2
"177","cedarsav.us","PANICUM OLIGOSANTHES",5,NA,NA,5,0,-5,2.5,2,-0.5,2.5,2,-0.5,-4.5
"178","cedarsav.us","POA PRATENSIS",5.4,5.6,0.199999999999999,5.4,5.6,0.199999999999999,5.85714285714286,6.4,0.542857142857144,5.85714285714286,6.4,0.542857142857144,-0.342857142857144
"179","cedarsav.us","QUERCUS ELLIPSOIDALIS",NA,20,NA,0,20,20,NA,21,NA,0,21,21,-1
"180","cedarsav.us","QUERCUS MACROCARPA",6,15,9,6,15,9,10,15,5,10,15,5,4
"181","cedarsav.us","ROSA ARKANSANA",NA,3,NA,0,3,3,1,3,2,1,3,2,1
"182","cedarsav.us","SCHIZACHYRIUM SCOPARIUM",20.625,17,-3.625,20.625,17,-3.625,14.2857142857143,16,1.71428571428571,14.2857142857143,16,1.71428571428571,-5.33928571428571
"183","cedarsav.us","SOLIDAGO MISSOURIENSIS",6,NA,NA,6,0,-6,15,NA,NA,15,0,-15,9
"184","cedarsav.us","SORGHASTRUM NUTANS",12.5,25,12.5,12.5,25,12.5,23.5,17.2,-6.3,23.5,17.2,-6.3,18.8
"185","cedarsav.us","STIPA SPARTEA",15,NA,NA,15,0,-15,3.66666666666667,3.5,-0.166666666666667,3.66666666666667,3.5,-0.166666666666667,-14.8333333333333
"186","cedarsav.us","SYMPHYOTRICHUM OOLENTANGIENSE",7.66666666666667,NA,NA,7.66666666666667,0,-7.66666666666667,6.6,2,-4.6,6.6,2,-4.6,-3.06666666666667
"187","cedartrait.us","ACHILLEA MILLEFOLIUM",1,1,0,1,1,0,3.5,1,-2.5,3.5,1,-2.5,2.5
"188","cedartrait.us","AMORPHA CANESCENS",3,NA,NA,3,0,-3,6.16666666666667,2.5,-3.66666666666667,6.16666666666667,2.5,-3.66666666666667,0.666666666666666
"189","cedartrait.us","ANDROPOGON GERARDII",17,6.4,-10.6,17,6.4,-10.6,13,5,-8,13,5,-8,-2.6
"190","cedartrait.us","BAPTISIA ALBA",11.3333333333333,NA,NA,11.3333333333333,0,-11.3333333333333,17.5,NA,NA,17.5,0,-17.5,6.16666666666667
"191","cedartrait.us","BOUTELOUA GRACILIS",NA,8,NA,0,8,8,2,1.5,-0.5,2,1.5,-0.5,8.5
"192","cedartrait.us","COREOPSIS PALMATA",25,13,-12,25,13,-12,17.25,9,-8.25,17.25,9,-8.25,-3.75
"193","cedartrait.us","DALEA VILLOSA",3.16666666666667,3,-0.166666666666667,3.16666666666667,3,-0.166666666666667,10.3333333333333,5.75,-4.58333333333333,10.3333333333333,5.75,-4.58333333333333,4.41666666666667
"194","cedartrait.us","KOELERIA MICRATHERA",5,4,-1,5,4,-1,2,2.5,0.5,2,2.5,0.5,-1.5
"195","cedartrait.us","LESPEDEZA CAPITATA",2.33333333333333,2.75,0.416666666666667,2.33333333333333,2.75,0.416666666666667,5.3,9,3.7,5.3,9,3.7,-3.28333333333333
"196","cedartrait.us","LIATRIS ASPERA",8.42857142857143,11.8,3.37142857142857,8.42857142857143,11.8,3.37142857142857,8.55555555555556,13.5,4.94444444444444,8.55555555555556,13.5,4.94444444444444,-1.57301587301587
"197","cedartrait.us","MONARDA FISTULOSA",2,8,6,2,8,6,3,11,8,3,11,8,-2
"198","cedartrait.us","PANICUM OLIGOSANTHES",NA,2,NA,0,2,2,2,3.5,1.5,2,3.5,1.5,0.5
"199","cedartrait.us","PETALOSTEMON CANDIDUS",1,1,0,1,1,0,1.625,1.5,-0.125,1.625,1.5,-0.125,0.125
"200","cedartrait.us","PETALOSTEMON PURPUREUS",5.77777777777778,5.66666666666667,-0.111111111111111,5.77777777777778,5.66666666666667,-0.111111111111111,9.1,8.7,-0.4,9.1,8.7,-0.4,0.28888888888889
"201","cedartrait.us","POA PRATENSIS",4.125,2.6,-1.525,4.125,2.6,-1.525,3.11111111111111,3.2,0.088888888888889,3.11111111111111,3.2,0.088888888888889,-1.61388888888889
"202","cedartrait.us","ROSA ARKANSANA",12,15,3,12,15,3,9,11,2,9,11,2,1
"203","cedartrait.us","SCHIZACHYRIUM SCOPARIUM",10.1111111111111,6,-4.11111111111111,10.1111111111111,6,-4.11111111111111,9.55555555555556,7.4,-2.15555555555556,9.55555555555556,7.4,-2.15555555555556,-1.95555555555556
"204","cedartrait.us","SOLIDAGO NEMORALIS",10,7,-3,10,7,-3,10.1428571428571,12,1.85714285714286,10.1428571428571,12,1.85714285714286,-4.85714285714286
"205","cedartrait.us","SOLIDAGO RIGIDA",20,9,-11,20,9,-11,12.3333333333333,9,-3.33333333333333,12.3333333333333,9,-3.33333333333333,-7.66666666666667
"206","cedartrait.us","SORGHASTRUM NUTANS",15,2,-13,15,2,-13,6.6,7.5,0.9,6.6,7.5,0.9,-13.9
"207","cedartrait.us","TARAXACUM CAMPYLODES",NA,5,NA,0,5,5,1.25,1.33333333333333,0.0833333333333333,1.25,1.33333333333333,0.0833333333333333,4.91666666666667
"208","cerrillos.ar","ARISTIDA MENDOCINA",11.67,19.3766666666667,7.70666666666667,11.67,19.3766666666667,7.70666666666667,17.19,20.42,3.23,17.19,20.42,3.23,4.47666666666667
"209","cerrillos.ar","BOUTELOUA ARISTIDOIDES",12.815,36.565,23.75,12.815,36.565,23.75,NA,2.505,NA,0,2.505,2.505,21.245
"210","cerrillos.ar","CORDOBIA ARGENTEA",16.4633333333333,8.75333333333333,-7.71,16.4633333333333,8.75333333333333,-7.71,20.005,6.04333333333333,-13.9616666666667,20.005,6.04333333333333,-13.9616666666667,6.25166666666667
"211","cerrillos.ar","DIGITARIA CALIFORNICA",0.63,NA,NA,0.63,0,-0.63,0.63,NA,NA,0.63,0,-0.63,0
"212","cerrillos.ar","ERAGROSTIS ORTHOCLADA",4.38,0.63,-3.75,4.38,0.63,-3.75,0.63,NA,NA,0.63,0,-0.63,-3.12
"213","cerrillos.ar","GAYA PARVIFLORA",2.505,1.88,-0.625,2.505,1.88,-0.625,5,4.38,-0.62,5,4.38,-0.62,-0.00499999999999989
"214","cerrillos.ar","GOUINIA PARAGUAYENSIS",2.815,7.5,4.685,2.815,7.5,4.685,2.505,8.13,5.625,2.505,8.13,5.625,-0.94
"215","cerrillos.ar","LARREA DIVARICATA",32.2933333333333,19.5033333333333,-12.79,32.2933333333333,19.5033333333333,-12.79,36.0433333333333,17.0866666666667,-18.9566666666667,36.0433333333333,17.0866666666667,-18.9566666666667,6.16666666666667
"216","cerrillos.ar","PAPPOPHORUM KRAPOVICKASII",0.836666666666667,17.5033333333333,16.6666666666667,0.836666666666667,17.5033333333333,16.6666666666667,0.63,14.17,13.54,0.63,14.17,13.54,3.12666666666667
"217","cerrillos.ar","PROSOPIS PUGIONATA",10,NA,NA,10,0,-10,4.38,NA,NA,4.38,0,-4.38,-5.62
"218","cerrillos.ar","PROSOPIS TORQUATA",3.75,NA,NA,3.75,0,-3.75,3.75,4.38,0.63,3.75,4.38,0.63,-4.38
"219","cerrillos.ar","SETARIA PAMPEANA",20.0033333333333,3.75,-16.2533333333333,20.0033333333333,3.75,-16.2533333333333,14.1666666666667,10,-4.16666666666667,14.1666666666667,10,-4.16666666666667,-12.0866666666667
"220","cerrillos.ar","XEROALOYSIA OVATIFOLIA",1.255,NA,NA,1.255,0,-1.255,0.63,NA,NA,0.63,0,-0.63,-0.625
"221","chacra.ar","BACCHARIS GILLIESII",NA,5,NA,0,5,5,1.5,1.5,0,1.5,1.5,0,5
"222","chacra.ar","NASSELLA LONGIGLUMIS",50,36.6666666666667,-13.3333333333333,50,36.6666666666667,-13.3333333333333,21.6666666666667,36.6666666666667,15,21.6666666666667,36.6666666666667,15,-28.3333333333333
"223","chacra.ar","NASSELLA TENUIS",1,3.5,2.5,1,3.5,2.5,10.5,5,-5.5,10.5,5,-5.5,8
"224","chacra.ar","PAPPOPHORUM MUCRONULATUM",NA,13,NA,0,13,13,5,3.25,-1.75,5,3.25,-1.75,14.75
"225","chacra.ar","POA LIGULARIS",5,1,-4,5,1,-4,3.83333333333333,1.5,-2.33333333333333,3.83333333333333,1.5,-2.33333333333333,-1.66666666666667
"226","chacra.ar","SCHINUS JOHNSTONII",1,NA,NA,1,0,-1,1.5,1.5,0,1.5,1.5,0,-1
"227","charleville.au","EREMOPHILA GILESII",45,46.6666666666667,1.66666666666666,45,46.6666666666667,1.66666666666666,41.6666666666667,35,-6.66666666666666,41.6666666666667,35,-6.66666666666666,8.33333333333333
"228","ciempoz.es","CENTAUREA HYSSOPIFOLIA",NA,1.5,NA,0,1.5,1.5,NA,2.04,NA,0,2.04,2.04,-0.54
"229","ciempoz.es","GYPSOPHILA STRUTHIUM",4.6725,8.034,3.3615,4.6725,8.034,3.3615,1.08,3.145,2.065,1.08,3.145,2.065,1.2965
"230","ciempoz.es","HELIANTHEMUM SQUAMATUM",5.405,1.51416666666667,-3.89083333333333,5.405,1.51416666666667,-3.89083333333333,0.67,1.1775,0.5075,0.67,1.1775,0.5075,-4.39833333333333
"231","ciempoz.es","LEPIDIUM SUBULATUM",15.9407142857143,12.9378571428571,-3.00285714285714,15.9407142857143,12.9378571428571,-3.00285714285714,16.4085714285714,15.48,-0.928571428571427,16.4085714285714,15.48,-0.928571428571427,-2.07428571428572
"232","ciempoz.es","THYMUS VULGARIS",8.52375,7.91416666666667,-0.609583333333333,8.52375,7.91416666666667,-0.609583333333333,8.98,8.71,-0.270000000000001,8.98,8.71,-0.270000000000001,-0.339583333333332
"233","cmss.us","ACHILLEA MILLEFOLIUM",2,NA,NA,2,0,-2,NA,20,NA,0,20,20,-22
"234","cmss.us","ASTRAGALUS MISER",6.33333333333333,2,-4.33333333333333,6.33333333333333,2,-4.33333333333333,2,10,8,2,10,8,-12.3333333333333
"235","cmss.us","ELYMUS SPICATUS",12.5,10,-2.5,12.5,10,-2.5,27.5,5,-22.5,27.5,5,-22.5,20
"236","cmss.us","EREMOGONE CONGESTA",2,5,3,2,5,3,3.5,25,21.5,3.5,25,21.5,-18.5
"237","cmss.us","FESTUCA IDAHOENSIS",27.5,25,-2.5,27.5,25,-2.5,13.5,5,-8.5,13.5,5,-8.5,6
"238","cmss.us","SEDUM LANCEOLATUM",2,2,0,2,2,0,14,20,6,14,20,6,-6
"239","cobar.au","CALOTIS LAPPULACEA",1.33333333333333,1,-0.333333333333333,1.33333333333333,1,-0.333333333333333,1,NA,NA,1,0,-1,0.666666666666667
"240","cobar.au","EREMOPHILA DUTTONII",1,NA,NA,1,0,-1,1,NA,NA,1,0,-1,0
"241","cobar.au","PTILOTUS ATRIPLICIFOLIUS",8.25,1.5,-6.75,8.25,1.5,-6.75,3,1,-2,3,1,-2,-4.75
"242","cobar.au","SCLEROLAENA DIACANTHA",1,1,0,1,1,0,3.33333333333333,5,1.66666666666667,3.33333333333333,5,1.66666666666667,-1.66666666666667
"243","cobar.au","STIPA SCABRA",3.5,12,8.5,3.5,12,8.5,4,1,-3,4,1,-3,11.5
"244","cobar.au","TRIPOGON LOLIIFORMIS",1.5,1,-0.5,1.5,1,-0.5,1,NA,NA,1,0,-1,0.5
"245","cowidrt.ca","ACMISPON PARVIFLORUS",1,1,0,1,1,0,1,NA,NA,1,0,-1,1
"246","cowidrt.ca","AIRA CARYOPHYLLEA",1,NA,NA,1,0,-1,2,NA,NA,2,0,-2,1
"247","cowidrt.ca","ANTHOXANTHUM ODORATUM",3.33333333333333,3.4,0.0666666666666664,3.33333333333333,3.4,0.0666666666666664,8.5,7.2,-1.3,8.5,7.2,-1.3,1.36666666666667
"248","cowidrt.ca","BERBERIS NERVOSA",NA,50,NA,0,50,50,NA,34,NA,0,34,34,16
"249","cowidrt.ca","BROMUS STERILIS",13,3.33333333333333,-9.66666666666667,13,3.33333333333333,-9.66666666666667,12,1.5,-10.5,12,1.5,-10.5,0.833333333333334
"250","cowidrt.ca","CAMASSIA QUAMASH",3,5,2,3,5,2,3,1,-2,3,1,-2,4
"251","cowidrt.ca","CAREX INOPS",6.25,3,-3.25,6.25,3,-3.25,7.5,4,-3.5,7.5,4,-3.5,0.25
"252","cowidrt.ca","CERASTIUM ARVENSE",2,1.5,-0.5,2,1.5,-0.5,1.5,1.5,0,1.5,1.5,0,-0.5
"253","cowidrt.ca","CERASTIUM GLOMERATUM",1,1,0,1,1,0,3,1,-2,3,1,-2,2
"254","cowidrt.ca","CYTISUS SCOPARIUS",3,NA,NA,3,0,-3,5.5,5.66666666666667,0.166666666666667,5.5,5.66666666666667,0.166666666666667,-3.16666666666667
"255","cowidrt.ca","DACTYLIS GLOMERATA",6.75,4.25,-2.5,6.75,4.25,-2.5,13.8,6.2,-7.6,13.8,6.2,-7.6,5.1
"256","cowidrt.ca","DELPHINIUM MENZIESII",4.5,2,-2.5,4.5,2,-2.5,1.33333333333333,NA,NA,1.33333333333333,0,-1.33333333333333,-1.16666666666667
"257","cowidrt.ca","DODECATHEON HENDERSONII",2.33333333333333,2.66666666666667,0.333333333333333,2.33333333333333,2.66666666666667,0.333333333333333,2.33333333333333,2.33333333333333,0,2.33333333333333,2.33333333333333,0,0.333333333333333
"258","cowidrt.ca","ELYMUS GLAUCUS",NA,6,NA,0,6,6,2,3.66666666666667,1.66666666666667,2,3.66666666666667,1.66666666666667,4.33333333333333
"259","cowidrt.ca","GALIUM APARINE",1,1,0,1,1,0,1,2.5,1.5,1,2.5,1.5,-1.5
"260","cowidrt.ca","GERANIUM MOLLE",3,3.5,0.5,3,3.5,0.5,1.5,2,0.5,1.5,2,0.5,0
"261","cowidrt.ca","LATHYRUS SPHAERICUS",2,1.5,-0.5,2,1.5,-0.5,7,5,-2,7,5,-2,1.5
"262","cowidrt.ca","LOMATIUM NUDICAULE",2,NA,NA,2,0,-2,2,NA,NA,2,0,-2,0
"263","cowidrt.ca","LOMATIUM UTRICULATUM",9.5,3,-6.5,9.5,3,-6.5,5,1.33333333333333,-3.66666666666667,5,1.33333333333333,-3.66666666666667,-2.83333333333333
"264","cowidrt.ca","MELICA SUBULATA",8.33333333333333,17.5,9.16666666666667,8.33333333333333,17.5,9.16666666666667,9.33333333333333,19,9.66666666666667,9.33333333333333,19,9.66666666666667,-0.5
"265","cowidrt.ca","POA PRATENSIS",3.8,2.8,-1,3.8,2.8,-1,6.2,2.4,-3.8,6.2,2.4,-3.8,2.8
"266","cowidrt.ca","QUERCUS GARRYANA",3,4,1,3,4,1,3.5,4.5,1,3.5,4.5,1,0
"267","cowidrt.ca","RANUNCULUS OCCIDENTALIS",2,2,0,2,2,0,1,1,0,1,1,0,0
"268","cowidrt.ca","SANICULA CRASSICAULIS",2.5,7.33333333333333,4.83333333333333,2.5,7.33333333333333,4.83333333333333,2.33333333333333,5,2.66666666666667,2.33333333333333,5,2.66666666666667,2.16666666666667
"269","cowidrt.ca","SYMPHORICARPOS ALBUS",10.5,7.8,-2.7,10.5,7.8,-2.7,16.25,11,-5.25,16.25,11,-5.25,2.55
"270","cowidrt.ca","TRIFOLIUM DUBIUM",3,NA,NA,3,0,-3,2,NA,NA,2,0,-2,-1
"271","cowidrt.ca","VALERIANA samolifolia",4,13,9,4,13,9,1.33333333333333,5.25,3.91666666666667,1.33333333333333,5.25,3.91666666666667,5.08333333333333
"272","cowidrt.ca","VALERIANELLA LOCUSTA",1.8,2.5,0.7,1.8,2.5,0.7,1.8,2,0.2,1.8,2,0.2,0.5
"273","cowidrt.ca","VERONICA ARVENSIS",1,1,0,1,1,0,1.33333333333333,1.33333333333333,0,1.33333333333333,1.33333333333333,0,0
"274","cowidrt.ca","VICIA HIRSUTA",1.8,2.25,0.45,1.8,2.25,0.45,3.6,3.4,-0.2,3.6,3.4,-0.2,0.65
"275","cowidrt.ca","VICIA SATIVA",1,1.75,0.75,1,1.75,0.75,2.8,2.4,-0.4,2.8,2.4,-0.4,1.15
"276","credoj.au","CEPHALIPTERUM DRUMMONDII",0.5,0.5,0,0.5,0.5,0,0.5,NA,NA,0.5,0,-0.5,0.5
"277","credoj.au","CUSCUTA PLANIFLORA",0.5,0.5,0,0.5,0.5,0,0.625,1,0.375,0.625,1,0.375,-0.375
"278","credoj.au","ENNEAPOGON CAERULESCENS",8.4,7.33333333333333,-1.06666666666667,8.4,7.33333333333333,-1.06666666666667,17,16.5,-0.5,17,16.5,-0.5,-0.566666666666667
"279","credoj.au","ENNEAPOGON POLYPHYLLUS",5.25,NA,NA,5.25,0,-5.25,10.25,0.75,-9.5,10.25,0.75,-9.5,4.25
"280","credoj.au","ERAGROSTIS DIELSII",1,NA,NA,1,0,-1,5,15,10,5,15,10,-11
"281","credoj.au","ERODIUM AUREUM",0.5,NA,NA,0.5,0,-0.5,0.5,NA,NA,0.5,0,-0.5,0
"282","credoj.au","EUPHORBIA DRUMMONDII",NA,0.5,NA,0,0.5,0.5,0.5,NA,NA,0.5,0,-0.5,1
"283","credoj.au","GOODENIA MIMULOIDES",0.5,NA,NA,0.5,0,-0.5,0.5,0.5,0,0.5,0.5,0,-0.5
"284","credoj.au","MAIREANA CARNOSA",4.8,1.4,-3.4,4.8,1.4,-3.4,0.7,0.6,-0.1,0.7,0.6,-0.1,-3.3
"285","credoj.au","MAIREANA SEDIFOLIA",1.875,3.4,1.525,1.875,3.4,1.525,1.4,5.375,3.975,1.4,5.375,3.975,-2.45
"286","credoj.au","MAIREANA TRICHOPTERA",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"287","credoj.au","MEDICAGO MINIMA",8,NA,NA,8,0,-8,0.666666666666667,0.5,-0.166666666666667,0.666666666666667,0.5,-0.166666666666667,-7.83333333333333
"288","credoj.au","PTILOTUS OBOVATUS",2.25,0.75,-1.5,2.25,0.75,-1.5,1.5,1,-0.5,1.5,1,-0.5,-1
"289","credoj.au","RYTIDOSPERMA CAESPITOSUM",1.125,2.33333333333333,1.20833333333333,1.125,2.33333333333333,1.20833333333333,1,0.7,-0.3,1,0.7,-0.3,1.50833333333333
"290","credoj.au","SALVIA VERBENACA",0.6,0.5,-0.1,0.6,0.5,-0.1,2.2,0.8,-1.4,2.2,0.8,-1.4,1.3
"291","credoj.au","SCLEROLAENA OBLIQUICUSPIS",0.5,NA,NA,0.5,0,-0.5,0.5,0.5,0,0.5,0.5,0,-0.5
"292","credoj.au","SIDA INTRICATA",NA,0.5,NA,0,0.5,0.5,1.25,11,9.75,1.25,11,9.75,-9.25
"293","credoj.au","SIDA SPODOCHROMA",NA,0.5,NA,0,0.5,0.5,NA,0.5,NA,0,0.5,0.5,0
"294","credoj.au","STIPA NITIDA",0.5,8.5,8,0.5,8.5,8,0.5,6.83333333333333,6.33333333333333,0.5,6.83333333333333,6.33333333333333,1.66666666666667
"295","credoj.au","VITTADINIA EREMAEA",14.1,3.5,-10.6,14.1,3.5,-10.6,2,1.3,-0.7,2,1.3,-0.7,-9.9
"296","credom.au","ARISTIDA CONTORTA",NA,0.5,NA,0,0.5,0.5,NA,5,NA,0,5,5,-4.5
"297","credom.au","CENTAUREA MELITENSIS",0.5,NA,NA,0.5,0,-0.5,0.5,0.5,0,0.5,0.5,0,-0.5
"298","credom.au","CEPHALIPTERUM DRUMMONDII",20,1,-19,20,1,-19,0.5,1,0.5,0.5,1,0.5,-19.5
"299","credom.au","CUSCUTA PLANIFLORA",0.5,1,0.5,0.5,1,0.5,NA,0.5,NA,0,0.5,0.5,0
"300","credom.au","ENNEAPOGON CAERULESCENS",11,7.5,-3.5,11,7.5,-3.5,6.1,1.16666666666667,-4.93333333333333,6.1,1.16666666666667,-4.93333333333333,1.43333333333333
"301","credom.au","ENNEAPOGON POLYPHYLLUS",0.666666666666667,1,0.333333333333333,0.666666666666667,1,0.333333333333333,1.125,0.75,-0.375,1.125,0.75,-0.375,0.708333333333333
"302","credom.au","ERAGROSTIS DIELSII",1.25,0.5,-0.75,1.25,0.5,-0.75,10.5,1,-9.5,10.5,1,-9.5,8.75
"303","credom.au","ERODIUM AUREUM",0.5,NA,NA,0.5,0,-0.5,0.5,0.5,0,0.5,0.5,0,-0.5
"304","credom.au","EUPHORBIA DRUMMONDII",0.5,0.5,0,0.5,0.5,0,NA,0.5,NA,0,0.5,0.5,-0.5
"305","credom.au","GOODENIA MIMULOIDES",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"306","credom.au","MAIREANA CARNOSA",0.5,0.5,0,0.5,0.5,0,0.5,NA,NA,0.5,0,-0.5,0.5
"307","credom.au","MAIREANA SEDIFOLIA",10.25,1,-9.25,10.25,1,-9.25,10.1666666666667,1,-9.16666666666667,10.1666666666667,1,-9.16666666666667,-0.0833333333333339
"308","credom.au","MAIREANA TRICHOPTERA",0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"309","credom.au","MEDICAGO MINIMA",5.75,2,-3.75,5.75,2,-3.75,0.5,0.5,0,0.5,0.5,0,-3.75
"310","credom.au","PASPALIDIUM CLEMENTII",0.5,NA,NA,0.5,0,-0.5,1,0.5,-0.5,1,0.5,-0.5,0
"311","credom.au","PTILOTUS HOLOSERICEUS",0.5,NA,NA,0.5,0,-0.5,0.5,NA,NA,0.5,0,-0.5,0
"312","credom.au","PTILOTUS OBOVATUS",0.5,1.25,0.75,0.5,1.25,0.75,0.5,0.75,0.25,0.5,0.75,0.25,0.5
"313","credom.au","RYTIDOSPERMA CAESPITOSUM",0.625,0.5,-0.125,0.625,0.5,-0.125,0.75,0.5,-0.25,0.75,0.5,-0.25,0.125
"314","credom.au","SALVIA VERBENACA",1.4,0.8,-0.6,1.4,0.8,-0.6,0.7,1.6,0.9,0.7,1.6,0.9,-1.5
"315","credom.au","SONCHUS OLERACEUS",1,NA,NA,1,0,-1,0.5,NA,NA,0.5,0,-0.5,-0.5
"316","credom.au","STIPA NITIDA",0.5,4.125,3.625,0.5,4.125,3.625,0.75,5.5,4.75,0.75,5.5,4.75,-1.125
"317","credom.au","STIPA elegantissima",0.5,NA,NA,0.5,0,-0.5,0.5,NA,NA,0.5,0,-0.5,0
"318","credom.au","VITTADINIA EREMAEA",0.5,0.5,0,0.5,0.5,0,0.625,0.5,-0.125,0.625,0.5,-0.125,0.125
"319","credom.au","VITTADINIA HUMERATA",0.5,NA,NA,0.5,0,-0.5,0.5,NA,NA,0.5,0,-0.5,0
"320","ebro.es","BRACHYPODIUM RETUSUM",0.863067333,NA,NA,0.863067333,0,-0.863067333,0.85085,NA,NA,0.85085,0,-0.85085,-0.0122173330000001
"321","ebro.es","GENISTA SCORPIUS",14.5877868876667,5.560632001,-9.02715488666667,14.5877868876667,5.560632001,-9.02715488666667,15.9444926676667,5.190912221,-10.7535804466667,15.9444926676667,5.190912221,-10.7535804466667,1.72642556
"322","ebro.es","GYPSOPHILA STRUTHIUM",NA,2.835730333,NA,0,2.835730333,2.835730333,NA,4.859880667,NA,0,4.859880667,4.859880667,-2.024150334
"323","ebro.es","HELIANTHEMUM LAVANDULIFOLIUM",2.534224,2.69166761133333,0.157443611333334,2.534224,2.69166761133333,0.157443611333334,1.612688,2.12697955566667,0.514291555666667,1.612688,2.12697955566667,0.514291555666667,-0.356847944333333
"324","ebro.es","HELIANTHEMUM MARIFOLIUM",1.09352405566667,1.18580855566667,0.0922844999999999,1.09352405566667,1.18580855566667,0.0922844999999999,0.817397777666667,0.913100222333333,0.0957024446666667,0.817397777666667,0.913100222333333,0.0957024446666667,-0.00341794466666678
"325","ebro.es","HELIANTHEMUM SQUAMATUM",NA,0.371756,NA,0,0.371756,0.371756,NA,0.434588,NA,0,0.434588,0.434588,-0.062832
"326","ebro.es","HELICHRYSUM STOECHAS",0.0281435,0.2258025,0.197659,0.0281435,0.2258025,0.197659,0.0270526665,0.1090833335,0.082030667,0.0270526665,0.1090833335,0.082030667,0.115628333
"327","ebro.es","HERNIARIA FRUTICOSA",0.857831333333333,0.613775555666667,-0.244055777666667,0.857831333333333,0.613775555666667,-0.244055777666667,0.589631778,0.464549555666667,-0.125082222333333,0.589631778,0.464549555666667,-0.125082222333333,-0.118973555333333
"328","ebro.es","JUNIPERUS PHOENICEA",NA,0.623084,NA,0,0.623084,0.623084,0.042760667,0.70686,0.664099333,0.042760667,0.70686,0.664099333,-0.041015333
